,ISBN No.,Candidate Name,Candidate Designation,University,Candidate Title,Chapter Name,fChapter Name,Book Title,Publication Date,Publication Name
493,978-81-19534-54-8,Dr. Jeevan C,Senior Research Fellowship,"ICAR for his doctoral research at Madras veterinary college, Chennai",Author,NIL,NIL,DATA STRUCTURES FOR MODERN APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
494,978-81-19534-54-8,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,DATA STRUCTURES FOR MODERN APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
495,978-81-19534-54-8,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,DATA STRUCTURES FOR MODERN APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
496,978-81-19534-27-2,Mr. Ramkumar A,"Assistant Professor, Department of Computer Technology","Karpagam Academy of Higher Education, (Deemed to be University), Coimbatore, Tamilnadu",Author,NIL,NIL,DATA SCIENCE: FOUNDATION & FUNDAMENTALS,"Monday, August 21, 2023",Xoffencer International Publication
497,978-81-19534-27-2,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,DATA SCIENCE: FOUNDATION & FUNDAMENTALS,"Monday, August 21, 2023",Xoffencer International Publication
498,978-81-19534-27-2,Mohit Tiwari,Assistant Professor in Computer Science and Engineering Department,Bharati Vidyapeeth’s College of Engineering,Author,NIL,NIL,DATA SCIENCE: FOUNDATION & FUNDAMENTALS,"Monday, August 21, 2023",Xoffencer International Publication
499,978-81-19534-27-2,Dr. Santosh Kumar Sahu,Assistant Professor in the Department of Mechanical Engineering,"Veer Surendra Sai University of Technology, Burla",Author,NIL,NIL,DATA SCIENCE: FOUNDATION & FUNDAMENTALS,"Monday, August 21, 2023",Xoffencer International Publication
500,978-81-19534-30-2,Mr. Gunawan Widjaja,"BPharm, MPH, MHA","Postgraduate Study Faculty of Public Health, Universitas Indonesia",Author,NIL,NIL,BLOCKCHAIN FUNDAMENTALS CORE AND CONCEPTS AND DECENTRALIZED LEDGER TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
501,978-81-19534-30-2,Niraj Upadhayaya,Professor (CSE) and Dean (R&D),J.B. Institute of Engineering and Technology (JBIET) Hyderabad,Author,NIL,NIL,BLOCKCHAIN FUNDAMENTALS CORE AND CONCEPTS AND DECENTRALIZED LEDGER TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
502,978-81-19534-30-2,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,BLOCKCHAIN FUNDAMENTALS CORE AND CONCEPTS AND DECENTRALIZED LEDGER TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
503,978-81-19534-30-2,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,BLOCKCHAIN FUNDAMENTALS CORE AND CONCEPTS AND DECENTRALIZED LEDGER TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
504,978-81-19534-57-9,Dr. Sachin R. Jadhav,PhD in Computer Engineering,"Visvesvaraya Technological University (VTU) Public university in Belgaum, Karnataka",Author,NIL,NIL,PRACTICAL MACHINE LEARNING APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
505,978-81-19534-57-9,Pritam Mondal,Master’s degree in Artificial Intelligence and Machine Learning,Birla Institute of Technology and Science (BITS) Pilani,Author,NIL,NIL,PRACTICAL MACHINE LEARNING APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
506,978-81-19534-57-9,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,PRACTICAL MACHINE LEARNING APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
507,978-81-19534-57-9,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,PRACTICAL MACHINE LEARNING APPLICATIONS,"Monday, September 18, 2023",Xoffencer International Publication
508,978-81-19534-25-8,Dr. Arun B Prasad,Head of Department for Liberal Arts and Business and Commerce Department,Institute of Law,Author,NIL,NIL,NAVIGATING THE AI FRONTIER: UNDERSTANDING THE BENEFITS AND CHALLENGES OF ARTIFICIAL INTELLIGENCE ACROSS INDUSTRIES,"Monday, August 21, 2023",Xoffencer International Publication
509,978-81-19534-89-0,Prof. Sanjay Agal,Principal,"Dr V R Godhania College of Engineering And Technology, Porbandar, Gujarat",Author,NIL,NIL,FUNDAMENTALS OF OPERATING SYSTEMS,"Monday, September 18, 2023",Xoffencer International Publication
510,978-81-19534-72-2,Mr. Gunawan Widjaja,"BPharm, MPH, MHA","Postgraduate Study Faculty of Public Health, Universitas Indonesia",Author,NIL,NIL,APPLICATIONS BEYOND CRYPTOCURRENCIES - NON-FINANCIAL USE CASES FOR BLOCKCHAIN TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
511,978-81-19534-72-2,Dr. Seema,Associate professor,"Galgotias university, Greater Noida, U.P., India",Author,NIL,NIL,APPLICATIONS BEYOND CRYPTOCURRENCIES - NON-FINANCIAL USE CASES FOR BLOCKCHAIN TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
512,978-81-19534-72-2,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,APPLICATIONS BEYOND CRYPTOCURRENCIES - NON-FINANCIAL USE CASES FOR BLOCKCHAIN TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
513,978-81-19534-72-2,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,APPLICATIONS BEYOND CRYPTOCURRENCIES - NON-FINANCIAL USE CASES FOR BLOCKCHAIN TECHNOLOGY,"Monday, September 18, 2023",Xoffencer International Publication
514,978-81-19534-78-4,Dr. Darío Salguero García,"Associate professor, Developmental Psychology and Education",University of Almeria,Author,NIL,NIL,"REINFORCEMENT LEARNING: FOUNDATIONS, ALGORITHMS AND APPLICATIONS","Monday, September 18, 2023",Xoffencer International Publication
515,978-81-19534-78-4,Deepti Razdan,Ph.D. Pursuing in Computer Science,"EKLAVYA University, Damoh",Author,NIL,NIL,"REINFORCEMENT LEARNING: FOUNDATIONS, ALGORITHMS AND APPLICATIONS","Monday, September 18, 2023",Xoffencer International Publication
516,978-81-19534-78-4,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,"REINFORCEMENT LEARNING: FOUNDATIONS, ALGORITHMS AND APPLICATIONS","Monday, September 18, 2023",Xoffencer International Publication
517,978-81-19534-78-4,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,"REINFORCEMENT LEARNING: FOUNDATIONS, ALGORITHMS AND APPLICATIONS","Monday, September 18, 2023",Xoffencer International Publication
518,978-81-19534-76-0,Dr. Sami Ahmed Haider,Assistant Professor,"University of Glasgow, Currently placed at Glasgow College, UESTC, Chengdu",Author,NIL,NIL,SUPERVISED LEARNING ALGORITHMS - CLASSIFICATION AND REGRESSION ALGORITHMS,"Monday, September 18, 2023",Xoffencer International Publication
519,978-81-19534-76-0,Dr. Gargishankar Verma,Associate Professor in the Department of Computer Science and Engineering,Columbia Institute of Engineering and Technology Raipur,Author,NIL,NIL,SUPERVISED LEARNING ALGORITHMS - CLASSIFICATION AND REGRESSION ALGORITHMS,"Monday, September 18, 2023",Xoffencer International Publication
520,978-81-19534-76-0,Arijeet Chandra Sen,working with Government of India,Holding Multiple Indian and Foreign Pending Patents,Author,NIL,NIL,SUPERVISED LEARNING ALGORITHMS - CLASSIFICATION AND REGRESSION ALGORITHMS,"Monday, September 18, 2023",Xoffencer International Publication
521,978-81-19534-76-0,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,SUPERVISED LEARNING ALGORITHMS - CLASSIFICATION AND REGRESSION ALGORITHMS,"Monday, September 18, 2023",Xoffencer International Publication
522,978-81-19534-21-0,Dr. Santosh Kumar Sahu,Assistant Professor in the Department of Mechanical Engineering,"Veer Surendra Sai University of Technology, Burla",Author,NIL,NIL,FOUNDATION OF DATA SCIENCE,"Monday, August 21, 2023",Xoffencer International Publication
523,978-81-19534-21-0,Dr. Herison Surbakti,Highly Accomplished Educator and Researcher,Teaching and Supervising Undergraduate and Postgraduate Students,Author,NIL,NIL,FOUNDATION OF DATA SCIENCE,"Monday, August 21, 2023",Xoffencer International Publication
524,978-81-19534-21-0,Ismail Keshta,"Associate Professor, Department of Computer Science and Information Systems","AlMaarefa University, Riyadh, Saudi Arabia",Author,NIL,NIL,FOUNDATION OF DATA SCIENCE,"Monday, August 21, 2023",Xoffencer International Publication
525,978-81-19534-21-0,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,FOUNDATION OF DATA SCIENCE,"Monday, August 21, 2023",Xoffencer International Publication
526,978-81-19534-38-8,Dr. Manish Joshi,"Associate Professor, Corporate Trainer, Inventor & Author","Shri Vaishnav School of Management, Shri Vaishnav Vidyapeeth Vishwavidyalaya",Author,NIL,NIL,DATA SCIENCE ETHICS AND RESPONSIBLE AI-EITHICAL CONSIDERATIONS IN DATA SCIENCE AND AI,"Monday, September 18, 2023",Xoffencer International Publication
527,978-81-19534-38-8,Sai Santosh Yerasuri,Supply Chain Professional,"has vast and diverse experience in Supply Chain, Logistics Freight, Transportation Engineering and Aerospace Propulsion",Author,NIL,NIL,DATA SCIENCE ETHICS AND RESPONSIBLE AI-EITHICAL CONSIDERATIONS IN DATA SCIENCE AND AI,"Monday, September 18, 2023",Xoffencer International Publication
528,978-81-19534-38-8,Dr. Archana K,"Assistant Professor, in the Department of Computer Engineering","Pimpri Chinchwad College of Engineering and Research, Ravet, Pune",Author,NIL,NIL,DATA SCIENCE ETHICS AND RESPONSIBLE AI-EITHICAL CONSIDERATIONS IN DATA SCIENCE AND AI,"Monday, September 18, 2023",Xoffencer International Publication
529,978-81-19534-38-8,Dr. Haewon Byeon,Department of Medical Big Data,Inje University,Author,NIL,NIL,DATA SCIENCE ETHICS AND RESPONSIBLE AI-EITHICAL CONSIDERATIONS IN DATA SCIENCE AND AI,"Monday, September 18, 2023",Xoffencer International Publication
530,978-81-19534-98-2,Srinivas A Vaddadi,Dynamic and forward-thinking professional,in the field of Cloud and Dev Sec Ops,Author,NIL,NIL,BLOCKCHAIN FOR SECURING EDUCATIONAL FINANCIAL AND HEALTHCARE DATA,"Thursday, October 12, 2023",Xoffencer International Publication
531,978-81-19534-98-2,Dr. K. Ramasubramanian,Associate Professor in CSE Department,"KL University(Deemed to be), Hyderabad",Author,NIL,NIL,BLOCKCHAIN FOR SECURING EDUCATIONAL FINANCIAL AND HEALTHCARE DATA,"Thursday, October 12, 2023",Xoffencer International Publication
532,978-81-19534-98-2,Dr. Malik,Associate Professor in Computer Science,Gulf College in Sultanate of Oman in academic affiliation with Cardiff Metropolitan University in London,Author,NIL,NIL,BLOCKCHAIN FOR SECURING EDUCATIONAL FINANCIAL AND HEALTHCARE DATA,"Thursday, October 12, 2023",Xoffencer International Publication
533,978-81-19534-98-2,Dr. Meenakshi,"Expert in Media and International Relations, Intercultural Communication","Event Management, Radio & TV Journalism",Author,NIL,NIL,BLOCKCHAIN FOR SECURING EDUCATIONAL FINANCIAL AND HEALTHCARE DATA,"Thursday, October 12, 2023",Xoffencer International Publication
534,978-93-95745-43-7,M. Amala Seeli,working as an Associate Professor and HOD,"Community Health Nursing Department at Pragyan College of Nursing  Bhopal, Madhya Pradesh",Editor,NIL,NIL,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
535,978-93-95745-43-7,Prof. Manisha Bijapurkar,"M.Sc(N), Obstetrics and Gynecological Nursing",D.Y.Patil College of Nursing Kolhapur,Editor,NIL,NIL,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
536,978-93-95745-43-7,Mrs. Priyanka Dey,Assistant Professor,"Krishna School of Nursing, KPGU, Vadodara, Gujarat",Editor,NIL,NIL,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
537,978-93-95745-43-7,Mrs. Dana Baby,Assistant Professor,"Nehru College of Nursing, Ottapalam, Palakkad, Kerala",Editor,NIL,NIL,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
538,978-93-95745-43-7,Ms. Rubeena Naaz,Nursing Tutor,"JNMCH AMU Aligarh, U.P.",Editor,NIL,NIL,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
539,978-93-95745-43-7,Prof. D. Bhuvaneshwari,Principal,"Rathnamma College of Nursing, Gudur, AP.",Contributor,INTRODUCTION TO NUTRITION,INTRODUCTION TO NUTRITION,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
540,978-93-95745-43-7,Prof. (Dr.) Prabhjot Singh,Professor,"Faculty of Nursing, Desh Bhagat University Mandi Gobindgarh, Punjab",Contributor,MALNUTRITION,MALNUTRITION,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
541,978-93-95745-43-7,Ms. Manisha Vaghela,Assistant Professor (HOD OBG Nursing),"Subham Institute of Nursing Science and Research Centre, Kalapinagar, Asarwa, Ahemedabad",Contributor,NUTRIENTS CLASSIFICATION,NUTRIENTS CLASSIFICATION,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
542,978-93-95745-43-7,Dr. Sukhmanpreet Kaur,Associate Professor,"Faculty of Nursing, Desh Bhagat University, Mandi, Gobindgarh, Punjab",Contributor,FOOD,FOOD,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
543,978-93-95745-43-7,Ms. Mitali B Solanki,"M.Sc.(N), Assistant Professor","Krishna School of Nursing, KPGU, Vadodara, Gujarat",Contributor,CARBOHYDRATES,CARBOHYDRATES,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
544,978-93-95745-43-7,Mr. Neetendra Singh Parmar,"M.Sc. Nursing (Psychiatric), MSW Nursing Officer",District Hospital Chhatarpur. (M.P.),Contributor,ENERGY,ENERGY,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
545,978-93-95745-43-7,Mrs. Sheba Joverse,Associate Professor,"Medical Surgical Nursing Sandra Shroff ROFEL College of Nursing, Vapi, Gujarat",Contributor,PROTEINS,PROTEINS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
546,978-93-95745-43-7,Prof. Sudha Swamy,"Associate Professor, PhD Scholar","Obstetrics and Gynaecology Nursing College of Nursing, RMC Jalaun, Orai",Contributor,FATS,FATS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
547,978-93-95745-43-7,Ms. Josy Jose,Assistant Professor,"Panna Dhai Maa Subharti Nursing College, Swami Vivekananda Subharti University, Meerut, UP",Contributor,VITAMINS: FAT SOLUBLE,VITAMINS FAT SOLUBLE,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
548,978-93-95745-43-7,Ms. Isha Sharma,Nursing Tutor,"Govt. A.M.T School and Govt. Nursing College, Gangyal, Jammu",Contributor,VITAMINS: WATER SOLUBLE,VITAMINS WATER SOLUBLE,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
549,978-93-95745-43-7,Mrs. J.M. Silja,Professor,"Sandra Shroff ROFEL College of Nursing, Vapi, Gujarat",Contributor,MINERALS,MINERALS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
550,978-93-95745-43-7,Mrs. Prajakta Pradip Patil,Principal,LTMG Hospital Sion Mumbai Maharashtra,Contributor,BALANCED DIET,BALANCED DIET,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
551,978-93-95745-43-7,Ms. Chetna Sahu,Nursing Tutor,College of Nursing All India Institute of Medical Sciences Raipur,Contributor,NUTRITION ACROSS LIFE CYCLE,NUTRITION ACROSS LIFE CYCLE,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
552,978-93-95745-43-7,Prof. Avinash Kumawat,Vice Principal,"IPH&H College of Nursing and Allied Health Sciences, Jammu",Contributor,NUTRITION IN PREGNANCY,NUTRITION IN PREGNANCY,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
553,978-93-95745-43-7,Mrs. Sonia Nanda,Professor,"Rajiv Gandhi College of Nursing, Jammu",Contributor,NUTRITION IN LACTATION,NUTRITION IN LACTATION,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
554,978-93-95745-43-7,Dr. Lovesampuranjot Kaur,"Professor, Faculty of Nursing,","Desh Bhagat University, Mandi, Gobindgarh, Punjab",Contributor,PROTEIN DEFICIENCY DISORDERS,PROTEIN DEFICIENCY DISORDERS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
555,978-93-95745-43-7,Mrs. Muthuselvigopal,Associate Professor,"Srinivasan College of Nursing, Perambalur",Contributor,VITAMINS DEFICIENCY DISORDERS,VITAMINS DEFICIENCY DISORDERS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
556,978-93-95745-43-7,Mrs. Muthuselvigopal,Associate Professor,"Srinivasan College of Nursing, Perambalur",Contributor,MINERALS DEFICIENCY DISORDERS,MINERALS DEFICIENCY DISORDERS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
557,978-93-95745-43-7,Prof. Dr. Nivethitha,Professor,"Mother Theresa Post Graduate &  Research Institute of health sciences, Puducherry",Contributor,THERAPEUTIC DIETS,THERAPEUTIC DIETS,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
558,978-93-95745-43-7,"Mrs. Saranya. R., M.Sc (N)","PhD Scholar, Associate Dean","Dhanalakshmi Srinivasan University, College of Nursing, Samayapuram, Trichy",Contributor,DIET IN DISEASES,DIET IN DISEASES,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
559,978-93-95745-43-7,Mrs. Chintal  Shukla,Assistant Professor,"Krishna School of Nursing, Drs Kiran & Pallavi Patel Global University",Contributor,COOKERY RULES AND PRESERVATION OF NUTRIENTS COOKING,COOKERY RULES AND PRESERVATION OF NUTRIENTS COOKING,APPLIED NUTRITION AND DIETETICS,"Friday, August 18, 2023",Navi International Publications
